Run ID,Name,Source Type,Source Name,User,Status,gamma,lambda_sparse,n_a,n_d,n_steps,verbose,mse_test,mse_valid
9380e8d5a19a482982e30e2306d7da9f,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,16,16,3,0,2632.3425065178217,578.4033813476562
2bb71b55e4d349eb9d1037f9d930e648,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,8,8,3,0,2752.6691399124347,2827.000732421875
2f42d51b120949089c9802852a470099,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,4,4,3,0,2104.802149325278,629.4208984375
0bd0acab9cb24ddd8bf4152f02eef337,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,3,3,3,0,181763.84444444443,100371.6015625
8514b8f8b80f47ccbd4c6db13d760460,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,16,16,3,0,3778.2899301928364,1617.807861328125
d4946cf308c848b1bafeb75496cf7f6f,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,8,8,3,0,1279.8729383766238,816.907470703125
f91d7e76e8c3445f8803d6b580f015eb,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,4,4,3,0,11292.875909415343,2653.080322265625
81124886a0de46f38278847320fc47d9,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,3,3,3,0,101320.45858119018,52954.9765625
717cdfd21fa04f42b0c3c2b260db3be9,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,16,16,3,0,12484.601842046466,1786.55126953125
8e9c8cb7a8a04e94952d42a9742bbd73,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,8,8,3,0,1159.513841890047,94.05301666259766
0724107974c840088950f0de85ffe5e0,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,4,4,3,0,3476.232165282344,938.5549926757812
ecd8177b6318433a8a98bc116c4ef6e7,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,3,3,3,0,18304.612079723945,365.3119812011719
68d2875eeb554d9ebe984fd1fd0e92a2,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,16,16,3,0,2752.175595389555,2984.7529296875
4ac88166b3cc410c995e0953004077ea,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,8,8,3,0,1458.4500599495652,684.7974853515625
e32bc8919d2f477e99855ce63c98d3f0,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,4,4,3,0,1302.8107393189437,232.6432647705078
63f116df1b61418b8657a797450a180a,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,3,3,3,0,181759.8182681766,100371.2265625
2721a6e80e2245c8917dd49fd68cc769,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,16,16,3,0,6998.910568709154,495.6983947753906
467287d09052463faaad41f4ca6ad88f,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,8,8,3,0,1750.9208204017539,706.3927612304688
757131859b0148c6a2a7b49e4a553b7c,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,4,4,3,0,6915.005090297593,685.4425659179688
2e578e55db254c9cbf61d650bf62826e,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,3,3,3,0,181809.9062730934,100371.6015625
d9dbd55e0c5c4c5283760492de7db069,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,16,16,3,0,9141.88427336156,2313.7451171875
de6d5dc2cb9b479e9d1ed1ed18dce87d,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,8,8,3,0,1440.3730332668456,434.288818359375
200264cfb65243eb98ae0ead69782561,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,4,4,3,0,3143.6980808367953,761.9163818359375
71c37122572740bd910e9694efdd1180,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,3,3,3,0,18643.51138679737,5050.7109375
31c43fee3c8e45caaa6c4e1eeb4d8883,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,16,16,3,0,6224.591999679846,5055.48388671875
db35837f46ec40ac861c5f1100140ad2,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,8,8,3,0,1661.0655312427216,216.88719177246094
99fbc74c4eb14a1ab9b11acd32686f2d,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,4,4,3,0,1199.078874029095,544.734130859375
713363c3ff504c9883f15d2cd4652805,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,3,3,3,0,1929.5375184346196,174.06227111816406
7a30269b1dae4fd3bce068b56fde0420,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,16,16,3,0,784.7832197742123,112.5077896118164
6f286de84d7f40aeaac52e67d40bcc3f,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,8,8,3,0,783.7643822791262,113.11934661865234
1f1fe308e6bc438db9488f112fc704ba,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,4,4,3,0,12580.56754779704,394.729736328125
14243e533334404d92a386099517aeb6,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,3,3,3,0,181774.5899503732,100369.8671875
30cfea34de184b97bd13b8c31ed65edc,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,16,16,3,0,27529.892683545528,7859.12353515625
49b11d285c654fe5934086a69af7ba66,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,8,8,3,0,701.3777423793036,203.06788635253906
fa979574ea044adfad40c0a5dea5c5b7,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,4,4,3,0,1081.6981416151134,403.1557922363281
e073134b4c1b452eb43689669aae704b,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,3,3,3,0,181761.0036844131,100368.171875
d8e1a4a55a574defa3d1fe45243973f8,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,16,16,3,0,28544.631795381738,6950.04931640625
5bf960de536e406996772ab5549e09c1,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,8,8,3,0,42413.040355426114,30837.515625
159f5cda3bef4d5796f112b60047933c,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,4,4,3,0,868.346151121416,296.6156005859375
56e42de716204a1dbeb6fc239f402d6d,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,3,3,3,0,182026.8083708632,100371.6015625
15bb7654d6f5435cb99057e706cfc83e,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,16,16,1,0,1675.5842306860618,139.7200164794922
83ea7d66ee114a808ff61f6387750d25,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,8,8,1,0,76812.44476106997,44136.44921875
569b2653de124f7d993f9bbee129aeb9,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,4,4,1,0,168800.79190262937,95690.453125
9a97bec2a88d43a7aa9a8dceaac9fe43,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,3,3,1,0,99446.91728168055,57056.25390625
52ec1dbb84c34df4a4c7763fb5fe40c9,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,16,16,1,0,1617.2454521035568,126.09504699707031
f9e22d9f63db42ab8b108dd1b9bf9ded,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,8,8,1,0,59120.709266988415,33492.53125
542f3256553b483f97e8edbe7c22ae01,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,4,4,1,0,155009.33606802177,78705.109375
