Run ID,Name,Source Type,Source Name,User,Status,gamma,lambda_sparse,n_a,n_d,n_steps,verbose,mse_valid
7d0a5a5ffc74419da1b45a9d65196b1b,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,4,4,3,0,5508.5380859375
5e7dcdd4ca7f42b29d1fbaaafb2878f5,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,3,3,3,0,1232.06787109375
2b0316f8be1f4c9187df5a3ed62380d2,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,16,16,3,0,9379.7978515625
512cc1bed9e6435f93b92b0263e46552,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,8,8,3,0,6706.9814453125
e899063bf4c645b8a161ebff7f644143,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,4,4,3,0,4293.45263671875
91adbcc2ec1947dba3c914438b9bb8be,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,3,3,3,0,5953.16162109375
a751d1a642f84fbeacacd4144b3416b7,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,16,16,3,0,9824.3330078125
e0c7cdae1e0f4eceadd1ecaab836f1fe,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,8,8,3,0,6353.85107421875
eb3d09524e6f4f829e228672157c1287,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,4,4,3,0,1077.0574951171875
b80422147a6d450fb953525b4bdd13ec,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,3,3,3,0,6346.697265625
64727facd77346cca4224edefe16c126,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,16,16,3,0,13113.2431640625
9592e6a1f5ed475593f841585e7145a4,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,8,8,3,0,4364.876953125
9634aee68c5148568b5ac63834dbbd81,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,4,4,3,0,5512.484375
f3b0830cf5cb446c89e74e7055e763af,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,3,3,3,0,4089.09716796875
f329bc1f1f044d6b83cd9ff92cfb52fa,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,16,16,3,0,4904.9482421875
da005be87cce426b8082c5f9c54be2d3,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,8,8,3,0,2022.3095703125
498648931b5d4288a9575d3740ff4364,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,4,4,3,0,4037.5263671875
03c9e24a05b84f5fa58d4716f0a47c8d,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,3,3,3,0,1872.1209716796875
d4ad89f45b424e0fae06c0b90fae9846,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,16,16,3,0,10285.6025390625
4f1e885c5eb545cd917b9da207904099,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,8,8,3,0,6033.19189453125
794c9c781124435e968ec72172ccc30a,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,4,4,3,0,5789.89404296875
cc04013c8365460bb1bbe8d2388fd6d7,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,3,3,3,0,1649.583251953125
14fad7a921a64c3da4f88cbd442c2dde,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,16,16,1,0,3449.38525390625
42b3c3cc528c4bb9a75fe7a533f7548b,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,8,8,1,0,74450.28125
c2605cb69e9c4c28b4b57ab6d6b68244,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,4,4,1,0,3769.421875
310fd85c920041eb8ddcf2350be3fcab,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,100,3,3,1,0,4683.44482421875
7c8c7d241c35439986d6104f4eb6a325,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,16,16,1,0,15632.8994140625
34651db40d5f42d5a754908edb5117d8,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,8,8,1,0,79490.890625
faa3adbbe58a43849edd360007835b09,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,4,4,1,0,23817.25390625
b9c85f0330904aefafea7733369f87c1,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,10,3,3,1,0,2630.677001953125
f5b8599d332b45faac35b93d44fa3800,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,16,16,1,0,6298.7041015625
7464ebe2d83440ad87d83517b8845daf,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,8,8,1,0,79391.984375
d18454f13cd842bb9cf6cd912f8452c7,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,4,4,1,0,51861.640625
732613565d8f45fda5cfdbeb3c57a804,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,1,3,3,1,0,29956.076171875
63a6abb19df849ef881e28b05097bf92,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,16,16,1,0,4160.7646484375
910c9bc957ba4717a235439b2e0f87a1,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,8,8,1,0,79391.953125
97c31b1619e64074a63e50dcf1a716b9,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,4,4,1,0,2647.2529296875
d5ccbb1b812c4296bf7dffec40a86c0c,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.1,3,3,1,0,10944.4267578125
32143712cbc14511bcb4f5a77537ffba,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,16,16,1,0,11180.3359375
9316757e4d62408e81a00ee7d330d388,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,8,8,1,0,79391.9375
3441e7b1aa5a435a9cf15cda9925d643,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,4,4,1,0,2624.3857421875
a799cbe5b9ba491b8c8aa4afb385ebb8,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1.3,0.001,3,3,1,0,2811.4677734375
710f35ea4e2242a79045eeea7eddf083,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,16,16,1,0,3449.38525390625
bf83120a598748838e5132acc860b98c,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,8,8,1,0,74450.28125
59deb8fbb5c6485585d12cd155b2bbd8,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,4,4,1,0,3769.421875
2f83c81f18b94f918700a911f2806a5b,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,100,3,3,1,0,4683.44482421875
59c459e9dae7426c8da72587338ded22,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,16,16,1,0,15632.8994140625
c0fb82b0fa8048dd9dbe9a519b37e992,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,8,8,1,0,79490.890625
85c84e07eeca422b98bd9e8af73a1696,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,4,4,1,0,23817.25390625
ce0de886c9714bd7b07f1a84ab788d54,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,10,3,3,1,0,2630.677001953125
3f170fecb1914e448c08087955ada89a,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,16,16,1,0,6298.7041015625
0bce858840b24b9baff4f9de609215bc,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,8,8,1,0,79391.984375
94e1371e57a84f0d92f8b3f1b67565f6,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,4,4,1,0,51861.640625
e41b708f86c44827b77f8519869b5dda,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,1,3,3,1,0,29956.076171875
e812e15e902941dab958cea9434c6e5a,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,16,16,1,0,4160.7646484375
66b641f23c6e4368811fb9d5ffd29a46,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,8,8,1,0,79391.953125
41c1dc0f23f54053892b5bb54a755c83,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,4,4,1,0,2647.2529296875
2a4361adb1a64f02a05d24cb7748768d,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.1,3,3,1,0,10944.4267578125
816c305ce312402f98ce650b6037f527,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,16,16,1,0,11180.3359375
679f31948c7149d79b38571fd7466c6f,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,8,8,1,0,79391.9375
68a36eb5dd324e309c28fcc276653f81,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,4,4,1,0,2624.3857421875
7b44e6901ce94d9291c7f0cce8ede341,,LOCAL,/home/user/miniconda/lib/python3.8/site-packages/ipykernel_launcher.py,root,FINISHED,1,0.001,3,3,1,0,2811.4677734375
